,mean,median,std,var,q05,q25,q75,q95,min,max,AIQ,skewness,kurtosis,n_zeros,n_negative,normality_p,n_unique,mode,mode_freq,mode_pct,n_missing,pct_missing,corr_ros_p,R2_ros_p,VIF,var_type
sP_hPa_av,31.12098362137483,31.094223797847647,0.4041979489323105,0.16337598192108668,30.482739827698726,30.824981289494502,31.491744549727848,31.778835589746926,30.166061439902286,31.860814128263225,0.6667632602333455,-0.07597589619740426,-0.9139494170401363,0.0,0.0,1.1315077704275292e-11,,,,,0.0,0.0,0.23112205650040393,0.05341740500097591,1.0564318478738044,numeric
sW_100_av,19.2807660968201,20.37011871253865,5.155905774585728,26.583364356406452,6.82109946699238,18.071334362030026,22.657247193816474,24.9536431580782,4.613644352909,32.6297730207443,4.585912831786448,-1.1369564002784494,1.1121755442644803,0.0,0.0,2.0764399382045955e-15,,,,,0.0,0.0,-0.3449550295588906,0.1189939724179751,1.1350660139574316,numeric
sW_1m_av,4.138348595048826,4.32017086333269,0.6494914375935629,0.4218391275073529,2.4603311451440946,4.072378027352098,4.5449168971877665,4.749201268201439,1.993504519994299,5.598923320808645,0.4725388698356685,-1.6024847796425283,2.287078368094681,0.0,0.0,7.672662681342834e-26,,,,,0.0,0.0,-0.35521960382156653,0.12618096693915068,1.1444017149605437,numeric
sW_289_av,26.091108443079225,28.23886631872655,7.4742728509201966,55.864754650002716,9.65146317587499,23.0095303525024,31.554736714883102,34.05486261231369,5.0127083556136,38.8574212789536,8.545206362380704,-1.1042848681220234,0.4153325881363501,0.0,0.0,3.273969836857151e-13,,,,,0.0,0.0,-0.3545894156307666,0.12573365367736855,1.1438161885176452,numeric
sW_28_av,14.090604254798412,15.1559751480818,3.9830416548405143,15.864620824194663,5.026559521429685,12.964068333564427,16.345827095210524,17.982721105217927,2.7241999811094,29.291129112243702,3.381758761646097,-1.020735611492135,1.4467761419997096,0.0,0.0,1.888951234588894e-14,,,,,0.0,0.0,-0.31453712876233453,0.09893360537005341,1.1097961326264796,numeric
sW_3m_av,4.748349723895139,4.961033155382151,0.767635807123429,0.5892647323780383,2.8508230469719535,4.453702302546473,5.273890484413771,5.454339166997824,2.209926668498505,6.021543539018281,0.820188181867298,-1.5271077003066313,1.8144768994884135,0.0,0.0,1.8008475088409946e-23,,,,,0.0,0.0,-0.36279281778209693,0.1316186286342738,1.1515677707678986,numeric
sW_7_av,10.078445818862447,10.35305783152585,3.714200263290791,13.795283595829382,2.770526239615895,8.171753516995349,12.29506704199005,15.83404301532676,1.1450621968046,24.3338391184807,4.1233135249947015,-0.06432987410158442,0.447839250700373,0.0,0.0,0.22647289579932348,,,,,0.0,0.0,-0.2504188105760446,0.0627095806903209,1.0669051762382324,numeric
t_2m_C_av,5.2544482464182805,5.290952508445333,0.5229247070426399,0.27345024923563077,4.392534822542379,4.900361528924739,5.6174660244319945,6.056242669830388,3.725807694893155,6.247081838277823,0.7171044955072556,-0.2946459569218814,-0.38611797664566216,0.0,0.0,0.011802952039473565,,,,,0.0,0.0,0.10066760043168846,0.010133965776674083,1.0102377144242811,numeric
t_300_av,-6.062919250868535,-6.067021523770858,0.18312778320513848,0.033535784981628194,-6.315466620916394,-6.214501499467448,-5.947515018606998,-5.73663501743332,-6.522298925381215,-5.544368381696253,0.2669864808604503,0.27832792647937793,-0.45126466303194324,0.0,384.0,0.006550029901456898,,,,,0.0,0.0,-0.171146353083842,0.02929107417389911,1.030174930295373,numeric
t_500_av,-3.0541151528764465,-2.9777997592316696,0.4807056154145018,0.2310778886910349,-3.822618408764265,-3.367520349988338,-2.73165887781255,-2.2068325658779013,-3.915806344023255,-1.605064573656755,0.635861472175788,0.1257677907867344,-0.24917350503758628,0.0,384.0,0.34442546170673055,,,,,0.0,0.0,-0.22723955417390387,0.05163781498115459,1.054449466455823,numeric
t_700_av,2.860484095074425,2.9905041494292233,0.5143241176891962,0.26452929803677006,1.964963138049923,2.5670725275618196,3.2276103710437813,3.5292209028204455,1.22283870866962,4.032154543624522,0.6605378434819618,-0.5860177724590788,-0.4064721895336265,0.0,0.0,7.589306518476221e-06,,,,,0.0,0.0,-0.27998903894057464,0.07839386192686662,1.085062217674429,numeric
t_850_av,4.458883781261962,4.413506134834851,0.37810424082488575,0.1429628169297632,3.841443608333591,4.246351915489031,4.731613625424232,5.068585270665036,3.103013475148493,5.22267329294776,0.4852617099352008,-0.29726840541661415,0.4455529887972487,0.0,0.0,0.015974932181249256,,,,,0.0,0.0,-0.040173311217467686,0.001613894934175515,1.0016165038014717,numeric
t_950_av,5.144265168731708,5.2049743561536035,0.4745603223217449,0.22520749952211838,4.259469663872168,4.885934330236905,5.468033785625959,5.836614778803517,3.729276330899379,6.071410038596539,0.5820994553890539,-0.5940698218023663,0.07383080853491109,0.0,0.0,3.804385513605774e-05,,,,,0.0,0.0,0.02591646783282466,0.0006716633049298353,1.0006721147397373,numeric
vwv_300_av,-0.03687037182471752,-0.10059166313808149,0.25099207032470056,0.06299701936587943,-0.3793491093608455,-0.23805998961169525,0.17023160778969276,0.36404891962294744,-0.523683179177842,0.879935852739452,0.408291597401388,0.37695864770151033,-0.5205241042203825,0.0,217.0,0.00027074104201910983,,,,,0.0,0.0,-0.004031875241828842,1.6256017965672388e-05,1.0000162562822281,numeric
vwv_500_av,-0.07826419365325646,-0.148722382168727,0.2118326339058887,0.044873064787506266,-0.3490014565291268,-0.24153409137193,0.12033198963059175,0.265411716518785,-0.616590476768069,0.564871640964682,0.3618660810025217,0.42163853412340657,-0.7149459140140442,0.0,248.0,1.8740260200641544e-07,,,,,0.0,0.0,-0.07280729653144748,0.005300902428218124,1.0053291517416256,numeric
